ISO_NO	JOINT	JOINT_TYPE	Size	Thk	BASE_METAL	Test_Package_No	FITUP_DATE	WELD_DATE	SP_ERECTION_DATE	RT_RESULT	PWHT_Result	PT_Result	05-History_Sheet_Status	07-Line_Check_RESULT	08-Cleaning_RESULT	09-H/V_Test_RESULT	10-FL/DRY_RESULT	14-Reinstatement_RESULT	16-Face_Cleaning_RESULT
ISO-65034	0001	BW	4	6.02	CS	58-WWO-UG-KC-013	2/1/2022	2/2/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65034	0002	BW	4	6.02	CS	58-WWO-UG-KC-013	2/1/2022	2/2/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65034	0003	BW	4	6.02	CS	58-WWO-UG-KC-013	2/15/2022	2/16/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65034	0004	BW	4	6.02	CS	58-WWO-UG-KC-013	2/15/2022	2/16/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65035	0001	BW	4	6.02	CS	58-WWO-UG-KC-013	2/1/2022	2/2/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65035	0002	BW	4	6.02	CS	58-WWO-UG-KC-013	2/1/2022	2/2/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65035	0003	BW	4	6.02	CS	58-WWO-UG-KC-013	2/16/2022	2/16/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65035	0004	BW	4	6.02	CS	58-WWO-UG-KC-013	2/16/2022	2/16/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-59036	0001	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/5/2022	2/5/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0002	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/5/2022	2/5/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0003	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/5/2022	2/5/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0004	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/5/2022	2/5/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0005	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0006	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0007	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0008	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0009	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0010	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0011	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0012	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0013	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0014	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0015	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0016	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0017	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/13/2022	3/16/2022			ACC	ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0018	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0019	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0020	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0021	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0022	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0023	THD	1.5	5.08	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0024	THD	1.5	5.08	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59036	0025	THD	1.5	5.08	GALV	63-PW-UG-KC-032-1	3/12/2022	3/12/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59037	0011	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59037	0012	THD	2	3.91	GALV	63-PW-UG-KC-032-1	2/17/2022	2/17/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59010	0002A	BW	4	6.02	CS	59-CWR-UG-KC-052-3	2/1/2022	2/1/2022	2/10/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59009	0002A	BW	4	6.02	CS	59-CWR-UG-KC-052-3	2/1/2022	2/1/2022	2/10/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-66034	0002DM	BW	12	6.35	CS	66-WWO-059	3/15/2022	3/15/2022	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-66034	0002FDM	FW	12	3	CS	66-WWO-059	3/15/2022	3/15/2022	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-59077	0005CM	BW	4	6.02	CS	58-WWO-UG-KC-013	2/3/2022	2/4/2022	3/16/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65014	0002RW	BW	6	7.11	CS	65-WW-UG-KC-108	2/6/2022	2/18/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65014	0004RW	BW	6	7.11	CS	65-WW-UG-KC-108	2/3/2022	2/4/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65014	0007RW	BW	6	7.11	CS	65-WW-UG-KC-108	2/4/2022	2/5/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65014	0010	BW	6	7.11	CS	65-WW-UG-KC-108	2/8/2022	2/8/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65014	0011	BW	6	7.11	CS	65-WW-UG-KC-108	2/3/2022	2/4/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65015	0002RW	BW	6	7.11	CS	65-WW-UG-KC-109	2/6/2022	2/8/2022	2/15/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65015	0004RW	BW	6	7.11	CS	65-WW-UG-KC-109	2/3/2022	2/5/2022	2/15/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65015	0010	BW	6	7.11	CS	65-WW-UG-KC-109	2/8/2022	2/8/2022	2/15/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65015	0011	BW	6	7.11	CS	65-WW-UG-KC-109	2/3/2022	2/5/2022	2/15/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65016	0002RW	BW	6	7.11	CS	65-WW-UG-KC-110	2/6/2022	2/18/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65016	0004RW	BW	6	7.11	CS	65-WW-UG-KC-110	2/9/2022	2/12/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65016	0010	BW	6	7.11	CS	65-WW-UG-KC-110	2/14/2022	2/18/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65016	0011	BW	6	7.11	CS	65-WW-UG-KC-110	2/8/2022	2/13/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65017	0002RW	BW	6	7.11	CS	65-WW-UG-KC-107	2/6/2022	2/18/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65017	0004RW	BW	6	7.11	CS	65-WW-UG-KC-107	2/9/2022	2/12/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65017	0010	BW	6	7.11	CS	65-WW-UG-KC-107	2/14/2022	2/18/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65017	0011	BW	6	7.11	CS	65-WW-UG-KC-107	2/8/2022	2/9/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-65017	0009RW	BW	6	7.11	CS	65-WW-UG-KC-107	2/5/2022	2/5/2022	2/27/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-59061	0011	BW	4	6.02	CS	64-WWO-UG-KC-098	2/5/2022	2/5/2022	2/19/2022				ACC	ACC	ACC	ACC	N/A	ACC	ACC
ISO-69025	0006CM	BW	4	6.02	CS	64-WWO-UG-KC-167	2/11/2022	2/11/2022	2/15/2022			ACC	ACC	ACC	ACC	ACC	N/A	ACC	N/A
ISO-69025	0005ACM	BW	4	6.02	CS	64-WWO-UG-KC-167	2/11/2022	2/11/2022	2/15/2022			ACC	ACC	ACC	ACC	ACC	N/A	ACC	N/A
ISO-59004	0016ATN	BW	8	6.35	CS	63-CWR-UG-KC-052	2/13/2022	2/13/2022	2/15/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59020	0007ATN	BW	8	6.35	CS	63-CWS-UG-KC-089	2/13/2022	2/13/2022	2/15/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-60008	0001	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-60008	0002	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0003	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0004	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0005	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0006	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0007	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0008	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0009	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0010	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0011	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0012	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0013	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70017	0014	SW	6	7.7	PVC-U	70-WWS-UG-KC-248	1/8/2024	1/8/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-70020	0004	SW	8	9.6	PVC-U	70-WWS-UG-KC-247	12/20/2024	12/20/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-70020	0005	SW	8	9.6	PVC-U	70-WWS-UG-KC-247	12/20/2024	12/20/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-70020	0006	SW	8	9.6	PVC-U	70-WWS-UG-KC-247	12/20/2024	12/20/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-70020	0007	SW	8	9.6	PVC-U	70-WWS-UG-KC-247	12/20/2024	12/20/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-70020	0008	SW	8	9.6	PVC-U	70-WWS-UG-KC-247	12/20/2024	12/20/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-68025	0002RW	BW	6	7.11	CS	68-FW-UG-KC-139	2/15/2022	2/15/2022	2/19/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-65007	0009RWTN	BW	8	6.35	CS	60-FW-054	2/16/2022	2/16/2022	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-67004	0001A	BW	6	7.11	GALV	68-FOS-UG-KC-136	2/15/2022	2/15/2022	2/27/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-67004	0001B	BW	6	7.11	GALV	68-FOS-UG-KC-136	2/15/2022	2/15/2022	2/27/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-67004	0001C	BW	10	6.35	CS	68-FOS-UG-KC-136	2/15/2022	2/15/2022	2/27/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-67004	0002ATN	BW	6	7.11	GALV	68-FOS-UG-KC-136	2/26/2022	2/26/2022	2/27/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-59046	0001	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0002	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0003	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0004	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0005	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0006	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0007	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0008	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0009	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0010	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0011	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0012	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0013	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59046	0014	WF	4	11	POLY	59-WWC-UG-KC-153	11/18/2024	11/18/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59047	0004	WF	4	23	POLY	59-WWC-UG-KC-155	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59047	0005	WF	4	23	POLY	59-WWC-UG-KC-155	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59047	0006	WF	4	23	POLY	59-WWC-UG-KC-155	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59048	0009	WF	4	23	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59048	0010	WF	2	11	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59048	0011	WF	4	23	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59053	0011	WF	2	11	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59053	0012	WF	2	11	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59053	0013	WF	2	11	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59053	0014	WF	2	11	POLY	64-WWC-UG-KC-105	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0012	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0013	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0014	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0015	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0016	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0017	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0018	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0019	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0020	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0021	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0022	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0023	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-59055	0024	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0002	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0003	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0004	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0006	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0007	WF	4	23	POLY	65-WWC-UG-KC-114	12/5/2024	12/5/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-65018	0005	WF	4	23	POLY	65-WWC-UG-KC-114	11/11/2024	11/11/2024	1/27/2025				ACC	ACC	ACC	ACC	ACC		
ISO-67007	0029RWTN	BW	14	6.35	CS	67-FW-023	2/16/2022	2/16/2022	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-58010	0001A	BW	4	6.02	CS	58-CWS-UG-KC-089-4	2/19/2022	2/19/2022	2/27/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-67005	000SL-01	SL	8	6.35	CS	68-FOS-UG-KC-117	2/20/2022	2/20/2022	2/27/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-67005	0002ATN	BW	4	6.02	GALV	68-FOS-UG-KC-117	2/26/2022	2/26/2022	2/27/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-58019	0004ATN	BW	14	6.35	CS	58-FW-UG-KC-008	2/22/2022	2/22/2022	2/27/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-58020	0001CM	BW	8	6.35	CS	58-FW-UG-KC-008	2/24/2022	2/24/2022	2/27/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-65008	0002A	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/2/2022	3/2/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-65008	0002B	THD	2	3.91	GALV	63-PW-UG-KC-032-1	3/2/2022	3/2/2022	3/16/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-63-MO-08	0001	BW	3	5.49	CS	63-MO-08-UG-KC-253	3/11/2022	3/13/2022	8/20/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0002	BW	3	5.49	CS	63-MO-08-UG-KC-253	3/11/2022	3/13/2022	8/20/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0003	BW	3	5.49	CS	63-MO-08-UG-KC-253	10/13/2024	10/14/2024	10/30/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0004	BW	3	5.49	CS	63-MO-08-UG-KC-253	11/3/2022	10/14/2024	1/27/2025				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0005	BW	3	5.49	CS	63-MO-08-UG-KC-253	11/3/2022	10/14/2024	1/27/2025				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0006	BW	3	5.49	CS	63-MO-08-UG-KC-253	11/3/2022	10/14/2024	1/27/2025	ACC			ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0007	BW	3	5.49	CS	63-MO-08-UG-KC-253	10/13/2024	10/14/2024	10/30/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0008	BW	3	5.49	CS	63-MO-08-UG-KC-253	10/13/2024	10/14/2024	10/30/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0009	BW	3	5.49	CS	63-MO-08-UG-KC-253	10/14/2024	10/14/2024	10/30/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0010	BW	3	5.49	CS	63-MO-08-UG-KC-253	11/3/2022	11/4/2022	8/20/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-08	0011	BW	3	5.49	CS	63-MO-08-UG-KC-253	11/3/2022	11/5/2022	8/20/2024				ACC	ACC	ACC	ACC	N/A		
ISO-63-MO-09	0001	BW	3	5.49	CS	63-MO-09-UG-KC-254	3/11/2022	3/16/2022	8/20/2024										
ISO-63-MO-09	0002	BW	3	5.49	CS	63-MO-09-UG-KC-254	3/11/2022	3/16/2022	8/20/2024										
ISO-63-MO-09	0003	BW	3	5.49	CS	63-MO-09-UG-KC-254													
ISO-63-MO-09	0004	BW	3	5.49	CS	63-MO-09-UG-KC-254	11/3/2022	11/5/2022	8/20/2024										
ISO-63-MO-09	0005	BW	3	5.49	CS	63-MO-09-UG-KC-254	11/3/2022	11/5/2022	8/20/2024										
ISO-63-MO-09	0006	BW	3	5.49	CS	63-MO-09-UG-KC-254	11/3/2022	11/5/2022	8/20/2024										
ISO-63-MO-09	0007	BW	3	5.49	CS	63-MO-09-UG-KC-254													
ISO-63-MO-09	0008	BW	3	5.49	CS	63-MO-09-UG-KC-254													
ISO-63-MO-09	0009	BW	3	5.49	CS	63-MO-09-UG-KC-254													
ISO-63-MO-09	0010	BW	3	5.49	CS	63-MO-09-UG-KC-254													
ISO-63-MO-09	0011	BW	3	5.49	CS	63-MO-09-UG-KC-254	11/3/2022	11/6/2022	8/20/2024										
ISO-63-MO-09	0012	BW	3	5.49	CS	63-MO-09-UG-KC-254	11/3/2022	11/6/2022	8/20/2024										
ISO-63-MO-11	0001	BW	3	5.49	CS	63-MO-11-UG-KC-255	3/12/2022	3/16/2022	8/20/2024										
ISO-63-MO-11	0002	BW	3	5.49	CS	63-MO-11-UG-KC-255	3/12/2022	3/16/2022	8/20/2024										
ISO-63-MO-11	0003	BW	3	5.49	CS	63-MO-11-UG-KC-255	3/12/2022	3/16/2022	8/20/2024										
ISO-63-MO-11	0004	BW	3	5.49	CS	63-MO-11-UG-KC-255	3/12/2022	3/16/2022	8/20/2024										
ISO-63-MO-11	0005	BW	3	5.49	CS	63-MO-11-UG-KC-255	11/5/2022	11/28/2022	8/20/2024										
ISO-63-MO-11	0006	BW	3	5.49	CS	63-MO-11-UG-KC-255	11/5/2022	11/28/2022	8/20/2024										
ISO-63-MO-11	0007	BW	3	5.49	CS	63-MO-11-UG-KC-255	11/5/2022	11/28/2022	8/20/2024										
ISO-63-MO-11	0008	BW	3	5.49	CS	63-MO-11-UG-KC-255	11/5/2022	11/28/2022	8/20/2024										
ISO-63-MO-11	0009	BW	3	5.49	CS	63-MO-11-UG-KC-255													
ISO-63-MO-11	0010	BW	3	5.49	CS	63-MO-11-UG-KC-255													
ISO-63-MO-11	0011	BW	3	5.49	CS	63-MO-11-UG-KC-255													
